cui,cueanexo,cue,anexo,sector,dom_edific,dom_establ,nombre_est,nombre_abr,codpost,nivmod,nivelmodal,tipest_abr,tipest,depfun,depfun_otr,de,comuna,barrio,area_progr,estado,point_x,point_y,wkt,Nivel
200455,20035800,200358,0,1,Moldes 1102,Moldes 1102,Esc. Primaria Común N° 16 Cap. de Fragata Carlos María Moyano,EPjs 16,C1426,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,1,9,13,COLEGIALES,07 - HOSP PIROVANO,1,101011.4342,106569.3091,#N/A,Primario Común
201361,20205200,202052,0,2,José Marmol 679,José Marmol 681,Escuela Infantil Inst. La Torrecita,EI La Torrecita,C1236,IniCom,Nivel Inicial Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,8,5,ALMAGRO,03 - HOSP DURAND,1,103423.7763,100925.4667,#N/A,Inicial Común
201364,20213100,202131,0,2,Riglos 557,Riglos 557,Jardín de Infantes Aquí estoy,JI Aquí estoy,C1424,IniCom,Nivel Inicial Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,8,6,CABALLITO,03 - HOSP DURAND,1,102415.9064,100495.6845,#N/A,Inicial Común
201439,20217800,202178,0,2,Thames 2246,Thames 2246,Colegio Beth,Col Beth,C1425,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,103476.2295,105123.7001,#N/A,Inicial Común - Primario Común
201391,20094900,200949,0,2,Avda. Luis M. Campos 898,Avda. Luis M. Campos 898,Colegio Esclavas del Sagrado Corazón de Jesús,Esclavas del S Corazón de Jesús,C1426,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,07 - HOSP PIROVANO,1,102321.1421,106775.3546,#N/A,Inicial Común - Primario Común - Secundario Común
201381,20021800,200218,0,2,Avda. Cabildo 1333,Avda. Cabildo 1333,Inst. Ntra. Sra. de la Misericordia,I Ntra Sra de la Misericordia,C1426,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,13,BELGRANO,07 - HOSP PIROVANO,1,101240.9405,106901.4781,#N/A,Inicial Común - Primario Común - Secundario Común
201475,20138400,201384,0,2,Montañeses 1936,Montañeses 1936,Inst. Superior Porteño Virgen del Pilar,I Sup Porteño Virgen del Pilar,C1428,SecCom,Nivel Secundario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,10,13,BELGRANO,07 - HOSP PIROVANO,1,101379.4635,107846.945,#N/A,Secundario Común
201399,20022300,200223,0,2,Castillo 767,Castillo 767,Inst. Religiosas de San José,I Religiosas de San José,C1414,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,15,VILLA CRESPO,03 - HOSP DURAND,1,102418.6264,104066.5768,#N/A,Inicial Común - Primario Común - Secundario Común
201384,20092600,200926,0,2,Avda. Dorrego 2124,Avda. Dorrego 2124,Inst. Leon XIII,I Leon XIII,C1414,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,102103.1562,105711.3024,#N/A,Inicial Común - Primario Común - Secundario Común
201434,20095100,200951,0,2,Soler 5942,Soler 5942,Inst. Fasta Caterina,I Fasta Caterina,C1425,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,102437.5763,105712.6997,#N/A,Inicial Común - Primario Común - Secundario Común
201371,20010000,200100,0,2,Jorge Luis Borges 1883,Jorge Luis Borges 1883,Centro Educativo San Francisco Javier,CE San Francisco Javier,C1414,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,103245.9815,104739.3231,#N/A,Inicial Común - Primario Común - Secundario Común
200457,20194500,201945,0,1,Malabia 964,Malabia 964,Esc. de Música N° 08,EMus 08,C1414,OSECom,Otros Servicios Educativos de la modalidad Común,EMP,Escuela de Música -Primarias-,Dirección de Educación Primaria,1,9,15,VILLA CRESPO,03 - HOSP DURAND,1,102664.3524,103855.2394,#N/A,Otros Servicios Educativos de la modalidad Común
200458,20095401,200954,1,1,Humboldt 742,Humboldt 742,Jardín de Infantes Nucleado D (EPCjs 19/09°),JIN D-01 (19),C1414,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,1,9,15,VILLA CRESPO,03 - HOSP DURAND,1,101644.3451,104153.2823,#N/A,Inicial Común
200458,20100900,201009,0,1,Humboldt 742,Humboldt 742,Esc. Primaria Común N° 19 Provincia del Chubut,EPjs 19,C1414,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,1,9,15,VILLA CRESPO,03 - HOSP DURAND,1,101644.3451,104153.2823,#N/A,Primario Común
200459,20033600,200336,0,1,Güemes 4610,Darregueyra 2369,Jardín de Infantes Nucleado C (EPCjc 20/09°) [Sede],JIN C-00 (20),C1425,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,103553.4323,105346.2022,#N/A,Inicial Común
201400,20099900,200999,0,2,Céspedes 3172,Céspedes 3172,Inst. Compañía de María,I Compañía de María,C1426,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,13,COLEGIALES,07 - HOSP PIROVANO,1,100898.6422,105970.5577,#N/A,Inicial Común - Primario Común - Secundario Común
201394,20131900,201319,0,2,Avda. Raúl Scalabrini Ortiz 2840,Avda. Raúl Scalabrini Ortiz 2840,Inst. Lange Ley,I Lange Ley,C1425,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,104563.498,105172.272,#N/A,Inicial Común - Primario Común - Secundario Común
201369,20043700,200437,0,2,Arce 322,Arce 322,Inst. Hogar San Benito,I Hogar San Benito,C1426,IniCom - PriCom - PriAdu,Nivel Inicial y Primario Común - Nivel Primario de Jóvenes y Adultos,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,102926.6568,106503.3958,#N/A,Inicial Común - Primario Común - Primario de Jóvenes y Adultos
201388,20012600,200126,0,2,Avda. Federico Lacroze 2950,Avda. Federico Lacroze 2950,Inst. Patronato Español Virgen de Pilar,I Patronato Español Virgen de Pilar,C1426,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,13,COLEGIALES,07 - HOSP PIROVANO,1,101360.3524,106015.5251,#N/A,Inicial Común - Primario Común - Secundario Común
200459,20133000,201330,0,1,Güemes 4610,Güemes 4610,Esc. Primaria Común N° 20 Carlos María Biedma,EPjc 20,C1425,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,103553.4323,105346.2022,#N/A,Primario Común
201398,20104000,201040,0,2,Bonpland 1999,Nicaragua 5668,Inst. Obra de la Conservación de la Fe Colegio F. Faa Di Bruno,I O C Fe Col Faa Di Bruno,C1414,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,102587.6042,105396.4258,#N/A,Inicial Común - Primario Común - Secundario Común
201409,20133100,201331,0,2,Darregueyra 2445,Darregueyra 2445,Inst. San Ambrosio,I San Ambrosio,C1425,SecCom - SNUCom,Nivel Secundario y Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,103545.3349,105449.052,#N/A,Secundario Común - Superior No Universitario Común
201395,20033500,200335,0,2,Avda. Santa Fe 4320,Avda. Santa Fe 4320,Inst. Ambrosio Tognoni,I Ambrosio Tognoni,C1425,IniCom - PriCom - PriEsp - OSECom,Nivel Inicial y Primario Común - Nivel Primario Especial - Otros Servicios Educativos de la modalidad Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,103648.3406,105451.6306,#N/A,Inicial Común - Primario Común - Primario Especial - Otros Servicios Educativos de la modalidad Común
201372,20097600,200976,0,2,11 de Septiembre de 1888 1240,11 de Septiembre de 1888 1240,Inst. Esquiú,I Esquiú,C1426,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,07 - HOSP PIROVANO,1,101691.703,106958.8508,#N/A,Inicial Común - Primario Común - Secundario Común
201379,20074000,200740,0,2,Armenia 1353,Armenia 1353,Inst. San Gregorio El Iluminador,I San Gregorio El Iluminador,C1414,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,102932.6771,104199.6184,#N/A,Inicial Común - Primario Común - Secundario Común
201403,20186900,201869,0,2,Ciudad de la Paz 1282,Ciudad de la Paz 1282,Inst. Hans Christian Andersen,I Hans Christian Andersen,C1426,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,13,COLEGIALES,07 - HOSP PIROVANO,1,101100.9218,106736.6025,#N/A,Inicial Común - Primario Común - Secundario Común
201385,20138100,201381,0,2,Avda. Federico Lacroze 1973,Avda. Federico Lacroze 1973,Inst. Washington School,I Washington School,C1426,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,07 - HOSP PIROVANO,1,101963.9169,107064.088,#N/A,Inicial Común - Primario Común - Secundario Común
201426,20097800,200978,0,2,Olleros 2283,Olleros 2283,Colegio Lincoln,Col Lincoln,C1431,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,07 - HOSP PIROVANO,1,101821.2394,106728.0278,#N/A,Inicial Común - Primario Común - Secundario Común
201374,20012700,200127,0,2,3 de Febrero 760,3 de Febrero 760,Inst. Sta. María de Luján,I Sta María de Luján,C1426,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,07 - HOSP PIROVANO,1,102044.1107,106500.1995,#N/A,Inicial Común - Primario Común - Secundario Común
201406,20105200,201052,0,2,Concepción Arenal 2357,Concepción Arenal 2357,Colegio Corazón de Jesús,Col Corazón de Jesús,C1426,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,07 - HOSP PIROVANO,1,102398.5466,106208.8752,#N/A,Inicial Común - Primario Común - Secundario Común
201813,20105300,201053,0,2,Avda. Crámer 450,Avda. Crámer 450,Escuela del Sol,Esc del Sol,C1426,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,13,COLEGIALES,07 - HOSP PIROVANO,1,101647.4107,106050.2625,#N/A,Inicial Común - Primario Común - Secundario Común
201415,20026400,200264,0,2,Avda. Jorge Newbery 2880,Avda. Jorge Newbery 2880,Inst. Virgen del Valle,I Virgen del Valle,C1426,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,13,COLEGIALES,07 - HOSP PIROVANO,1,101682.4063,105963.6715,#N/A,Inicial Común - Primario Común - Secundario Común
201380,20073900,200739,0,2,Armenia 2362,Armenia 2362,Colegio Integral Martín Buber,Col Integral M Buber,C1425,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,103890.4048,104989.1878,#N/A,Inicial Común - Primario Común - Secundario Común
201378,20073300,200733,0,2,Armenia 1322,Armenia 1322,Inst. Marie Manoogian,I Marie Manoogian,C1414,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,102883.7183,104190.8827,#N/A,Inicial Común - Primario Común - Secundario Común
201411,20164400,201644,0,2,Gurruchaga 2444,Gurruchaga 2444,Inst. Centro de Eduación. Corporal,I Centro Educ. Corporal,C1425,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,103837.4977,105194.5673,#N/A,Superior No Universitario Común
201432,20081400,200814,0,2,Serrano 1261,Serrano 1261,Inst. Esteban Agustín Gascón,I E A Gascón,C1414,PriCom,Nivel Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,102658.7049,104275.5702,#N/A,Primario Común
201422,20021700,200217,0,2,Moldes 1469 / 87,Moldes 1469,Inst. San Mateo,I San Mateo,C1426,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,13,COLEGIALES,07 - HOSP PIROVANO,1,100750.602,106780.6896,#N/A,Inicial Común - Primario Común - Secundario Común
201401,20012300,200123,0,2,Charcas 3949,Charcas 3949,Colegio de los Niños,Col de los Niños,C1425,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,103988.3589,104799.3486,#N/A,Inicial Común - Primario Común - Secundario Común
201438,20072900,200729,0,2,Thames 2037,Thames 2037 / 41,Inst. Palermo Chico,I Palermo Chico,C1425,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,103306.4103,104936.2126,#N/A,Inicial Común - Primario Común - Secundario Común
201390,20098000,200980,0,2,Avda. Luis M. Campos 889,Avda. Luis M. Campos 889,Escuela del Caminante,Esc del Caminante,C1426,SecCom,Nivel Secundario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,102344.0156,106803.89,#N/A,Secundario Común
200459,20302807,203028,7,1,Güemes 4610,Güemes 4610,ESEA en Danza Ramicone Curso Vocacional de Folklore N° 09,CV Folk 09,1425,OSECom,Otros Servicios Educativos de la modalidad Común,ESEA,Escuela Superior de Educación Artística,Dirección de Educación Artística,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,103553.4323,105346.2022,#N/A,Otros Servicios Educativos de la modalidad Común
201417,20019000,200190,0,2,José Antonio Cabrera 5901,José Antonio Cabrera 5901,Colegio San Francisco Javier,Col San Francisco Javier,C1414,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,101965.6585,105161.8805,#N/A,Inicial Común - Primario Común - Secundario Común
201377,20020100,200201,0,2,Arce 334,Arce 334,Colegio del Arce,Col del Arce,C1426,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,102919.3014,106509.5385,#N/A,Inicial Común - Primario Común - Secundario Común
201441,20022500,200225,0,2,Uriarte 1152,Uriarte 1152 / 54,Colegio Uriarte,Col Uriarte,C1414,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,15,VILLA CRESPO,03 - HOSP DURAND,1,102377.1191,104348.8474,#N/A,Inicial Común - Primario Común
201532,20297100,202971,0,2,Superi 2132,Superi 2132,Jardín de Infantes ABC,JI  ABC,C1430,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,10,13,BELGRANO,07 - HOSP PIROVANO,1,99615.42051,106888.3677,#N/A,Otros Servicios Educativos de la modalidad Común
201433,20101000,201010,0,2,Serrano 930,Serrano 930 / 46,Inst. Ecos,I Ecos,C1414,SecCom,Nivel Secundario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,15,VILLA CRESPO,03 - HOSP DURAND,1,102316.8364,104055.7372,#N/A,Secundario Común
201424,20012500,200125,0,2,Nicaragua 4739,Nicaragua 4739,Inst. Amapola,I Amapola,C1414,PriCom,Nivel Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,103322.9376,104734.3271,#N/A,Primario Común
201418,20131400,201314,0,2,Juan María Gutiérrez 3972,Juan María Gutiérrez 3972,Asociación Comunidad Israelita Sefaradí Argentina,A C Israelita Sefaradí  Arg,C1425,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,104327.4828,105478.995,#N/A,Inicial Común - Primario Común - Secundario Común
201419,20149000,201490,0,2,Zapiola 955,Zapiola 955,La Escuela del Arbol,La Escuela del Arbol,C1426,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,13,COLEGIALES,07 - HOSP PIROVANO,1,101065.2331,106121.8066,#N/A,Inicial Común - Primario Común
201427,20209300,202093,0,2,Olleros 3257,Olleros 3257,Colegio Stanford,Col Stanford,C1426,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,13,COLEGIALES,07 - HOSP PIROVANO,1,101256.1703,105635.5363,#N/A,Inicial Común - Primario Común
201397,20178600,201786,0,2,Tte. Benjamín Matienzo 2571,Tte. Benjamín Matienzo 2571,Centro de Investigación Cinematográfica,C I Cinematográfica,C1426,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,07 - HOSP PIROVANO,1,101973.8571,106167.9009,#N/A,Superior No Universitario Común
201405,20178500,201785,0,2,Cnel. Niceto Vega 4950,Cnel. Niceto Vega 4950,El Jardín de los Cerezos,El Jardín de los Cerezos,C1414,IniCom,Nivel Inicial Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,102717.7001,104270.2382,#N/A,Inicial Común
201416,20173600,201736,0,2,Avda. Jorge Newbery 2909,Avda. Jorge Newbery 2950,La Escuelita,La Escuelita,C1426,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,13,COLEGIALES,07 - HOSP PIROVANO,1,101627.8253,105938.8836,#N/A,Inicial Común - Primario Común
201408,20195700,201957,0,2,Thames 2472,Thames 2472,Colegio Bilingüe Armonía S.R.L.,Col Bilingüe Armonía,C1425,PriCom,Nivel Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,103703.642,105342.8235,#N/A,Primario Común
201392,20207200,202072,0,2,Avda. Pte. Figueroa Alcorta 5575,Avda. Pte. Figueroa Alcorta 5575,Inst. Gral. San Martín,I Gral San Martín,C1425,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,103401.5546,107693.1056,#N/A,Superior No Universitario Común
201402,20213200,202132,0,2,Charcas 4446,Charcas 4446,El Jardín de la Plaza,El Jardin de la Plaza,C1425,IniCom,Nivel Inicial Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,103503.9856,105204.2042,#N/A,Inicial Común
201518,20058800,200588,0,2,Moldes 2449,Moldes 2449,Inst. Rabino Jose Caro,I Rabino Jose Caro,C1428,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,10,13,BELGRANO,07 - HOSP PIROVANO,1,100055.7643,107694.4645,#N/A,Inicial Común - Primario Común - Secundario Común
201526,20053100,200531,0,2,Quesada 2602,Quesada 2602,Escuela de Enf. y Esp. Paramédicas de la Cruz Roja Argentina,E Enf y Esp Paramédicas Cruz Roja,C1429,SecAdu - SNUCom,Nivel Secundario de Jóvenes y Adultos y Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,10,13,NUÑEZ,07 - HOSP PIROVANO,1,99763.28044,108230.898,#N/A,Secundario de Jóvenes y Adultos - Superior No Universitario Común
201465,20049600,200496,0,2,Zapiola 1680,Zapiola 1680,Inst. San Maximiliano Kolbe,I San Maximiliano Kolbe,C1426,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,10,13,BELGRANO,07 - HOSP PIROVANO,1,100281.4471,106588.9847,#N/A,Inicial Común - Primario Común - Secundario Común
201492,20002800,200028,0,2,Conde 1860,Conde 1860,Inst. Bet-el,I Bet-el,C1428,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,10,13,BELGRANO,07 - HOSP PIROVANO,1,99908.44526,106676.494,#N/A,Inicial Común - Primario Común
201501,20166600,201666,0,2,Dr. Victorino de la Plaza 1060,Dr. Victorino de la Plaza 1060,Inst. Brotecitos,I Brotecitos,C1428,IniCom,Nivel Inicial Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,10,13,BELGRANO,07 - HOSP PIROVANO,1,101325.5426,109003.2961,#N/A,Inicial Común
202158,20275700,202757,0,2,Aristóbulo del Valle 1725,Aristóbulo del Valle 1725,Jardín Tiempo de Duendes,J Tiempo de Duendes,C1271,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,5,4,BARRACAS,02 - HOSP ARGERICH,1,107984.9354,99298.78138,#N/A,Otros Servicios Educativos de la modalidad Común
200461,20100100,201001,0,1,Avda. del Libertador 4903,Avda. del Libertador 4903,Jardín de Infantes Común N° 02/09° Granaderos de San Martín,JIC 02/09,C1426,IniCom,Nivel Inicial Común,JIC,Jardín de Infantes Común,Dirección de Educación Inicial,1,9,14,PALERMO,04 - HOSP FERNANDEZ,1,102527.4944,107300.2455,#N/A,Inicial Común
201481,20147900,201479,0,2,Avda. del Libertador 7395,Avda. del Libertador 7395,Inst. José Ingenieros,I Jose Ingenieros,C1429,IniCom - PriCom - SecCom - SNUCom,"Nivel Inicial, Primario, Secundario y Superior No Universitario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,10,13,NUÑEZ,07 - HOSP PIROVANO,1,100375.0013,109368.3823,#N/A,Inicial Común - Primario Común - Secundario Común - Superior No Universitario Común
201479,20173800,201738,0,2,Avda. del Libertador 6185,Avda. del Libertador 6185,Inst. Sta. Ana,I Sta Ana,C1428,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,10,13,BELGRANO,07 - HOSP PIROVANO,1,101310.2338,108239.0488,#N/A,Superior No Universitario Común
201468,20051100,200511,0,2,Amenábar 1840,Amenábar 1840,Colegio Internacional de Las Islas,Col Internacional de Las Islas,C1428,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,10,13,BELGRANO,07 - HOSP PIROVANO,1,100565.4481,107106.3279,#N/A,Inicial Común - Primario Común - Secundario Común
201865,20084900,200849,0,1,Fragata Presidente Sarmiento 1817,Fragata Presidente Sarmiento 1817,Esc. de Comercio N° 17 Santa María de los Buenos Aires,EC 17,C1416,SecCom,Nivel Secundario Común,EC,Escuela de Comercio,Dirección de Educación Media,1,7,11,VILLA GRAL. MITRE,01 - HOSP ALVAREZ,1,100275.0051,102749.8213,#N/A,Secundario Común
